level,sample_id,scenario_type,outcome,rank_movement,baseline_rank,perturbed_rank,baseline_hit_turn,perturbed_hit_turn
2,public_0101,buying,improved,unchanged,1,1,2,1
2,public_0102,browsing,unchanged,unchanged,1,1,2,2
2,public_0103,intent_override,worsened,disappeared,7,,4,
2,public_0104,boundary,improved,improved,9,1,2,4
2,public_0105,browsing,worsened,worsened,2,9,2,2
2,public_0106,buying,improved,improved,3,2,2,1
2,public_0107,buying,worsened,disappeared,7,,1,
2,public_0108,buying,improved,improved,4,1,1,2
2,public_0109,buying,worsened,disappeared,1,,2,
2,public_0110,browsing,worsened,worsened,1,2,2,2
2,public_0111,buying,worsened,disappeared,1,,2,
2,public_0112,boundary,unchanged,unchanged,1,1,4,4
2,public_0113,browsing,worsened,worsened,1,5,2,2
2,public_0114,buying,unchanged,unchanged,1,1,2,2
2,public_0115,browsing,improved,improved,8,6,2,1
2,public_0116,buying,improved,improved,7,3,1,2
2,public_0117,buying,improved,improved,5,3,1,1
2,public_0118,buying,worsened,disappeared,1,,2,
2,public_0119,buying,unchanged,unchanged,1,1,1,1
2,public_0120,browsing,worsened,worsened,2,9,3,2
2,public_0121,browsing,worsened,unchanged,1,1,2,3
2,public_0122,browsing,worsened,worsened,1,4,2,2
2,public_0123,intent_override,worsened,disappeared,1,,3,
2,public_0124,buying,unchanged,unchanged,1,1,2,2
2,public_0125,intent_override,worsened,disappeared,1,,4,
2,public_0126,browsing,worsened,disappeared,1,,3,
2,public_0127,browsing,worsened,disappeared,3,,3,
2,public_0128,browsing,unchanged,unchanged,1,1,2,2
2,public_0129,buying,improved,improved,4,1,1,2
2,public_0130,intent_override,improved,improved,4,3,3,4
2,public_0131,boundary,improved,improved,2,1,2,3
2,public_0132,buying,worsened,disappeared,1,,2,
2,public_0133,buying,worsened,worsened,1,2,2,2
2,public_0134,browsing,unchanged,unchanged,1,1,2,2
2,public_0135,buying,worsened,disappeared,7,,2,
2,public_0136,buying,improved,unchanged,2,2,2,1
2,public_0137,browsing,worsened,disappeared,7,,2,
2,public_0138,browsing,improved,improved,9,1,2,3
2,public_0139,browsing,worsened,worsened,1,2,2,2
2,public_0140,browsing,worsened,disappeared,3,,2,
2,public_0141,browsing,unchanged,unchanged,1,1,2,2
2,public_0142,intent_override,unchanged,unchanged,1,1,4,4
2,public_0143,buying,improved,improved,7,1,1,2
2,public_0144,intent_override,worsened,disappeared,8,,6,
2,public_0145,buying,worsened,disappeared,9,,5,
2,public_0146,buying,unchanged,unchanged,1,1,2,2
2,public_0147,browsing,unchanged,unchanged,1,1,2,2
2,public_0148,buying,worsened,disappeared,1,,2,
2,public_0149,buying,worsened,disappeared,4,,2,
2,public_0150,browsing,worsened,disappeared,1,,2,
2,public_0151,browsing,worsened,disappeared,1,,3,
2,public_0152,buying,unchanged,unchanged,1,1,2,2
2,public_0153,browsing,worsened,disappeared,1,,2,
2,public_0154,buying,improved,improved,3,1,2,3
2,public_0155,buying,worsened,disappeared,7,,1,
2,public_0156,buying,unchanged,unchanged,1,1,1,1
2,public_0157,buying,improved,improved,4,1,1,3
2,public_0158,browsing,unchanged,unchanged,1,1,2,2
2,public_0159,buying,worsened,disappeared,3,,2,
2,public_0160,buying,worsened,worsened,3,7,1,1
2,public_0161,buying,worsened,disappeared,3,,2,
2,public_0162,browsing,worsened,disappeared,1,,2,
2,public_0163,buying,worsened,worsened,1,2,2,2
2,public_0164,browsing,improved,improved,7,1,2,1
2,public_0165,buying,unchanged,unchanged,1,1,2,2
2,public_0166,intent_override,unchanged,unchanged,1,1,4,4
2,public_0167,browsing,worsened,unchanged,2,2,2,3
2,public_0168,buying,unchanged,unchanged,1,1,1,1
2,public_0169,boundary,unchanged,unchanged,1,1,3,3
2,public_0170,browsing,worsened,disappeared,1,,3,
2,public_0171,buying,worsened,disappeared,1,,2,
2,public_0172,browsing,worsened,disappeared,5,,2,
2,public_0173,browsing,unchanged,unchanged,1,1,3,3
2,public_0174,buying,worsened,disappeared,4,,3,
2,public_0175,browsing,worsened,disappeared,3,,3,
2,public_0176,browsing,improved,improved,9,4,1,2
2,public_0177,intent_override,worsened,disappeared,1,,4,
2,public_0178,buying,worsened,disappeared,6,,4,
2,public_0179,buying,worsened,disappeared,1,,2,
2,public_0180,boundary,improved,improved,3,2,3,4
2,public_0181,browsing,worsened,unchanged,1,1,2,3
2,public_0182,browsing,unchanged,unchanged,1,1,2,2
2,public_0183,intent_override,worsened,disappeared,2,,4,
2,public_0184,browsing,worsened,worsened,3,8,2,3
2,public_0185,buying,improved,improved,7,5,1,1
2,public_0186,intent_override,unchanged,unchanged,1,1,4,4
2,public_0187,boundary,unchanged,unchanged,1,1,4,4
2,public_0188,buying,worsened,worsened,1,3,2,2
2,public_0189,buying,worsened,disappeared,2,,2,
2,public_0190,buying,worsened,disappeared,1,,2,
2,public_0191,browsing,worsened,unchanged,1,1,2,3
2,public_0192,boundary,unchanged,unchanged,1,1,3,3
2,public_0193,buying,worsened,worsened,1,10,1,1
2,public_0194,buying,worsened,disappeared,5,,2,
2,public_0195,browsing,worsened,disappeared,2,,2,
2,public_0196,browsing,worsened,worsened,1,4,2,2
2,public_0197,intent_override,unchanged,unchanged,1,1,4,4
2,public_0198,intent_override,worsened,disappeared,2,,4,
2,public_0199,buying,worsened,worsened,1,5,3,3
2,public_0200,buying,unchanged,unchanged,1,1,2,2
3,public_0001,buying,improved,improved,3,1,1,2
3,public_0002,intent_override,worsened,disappeared,1,,6,
3,public_0003,intent_override,worsened,unchanged,1,1,3,4
3,public_0004,intent_override,worsened,disappeared,1,,3,
3,public_0005,buying,worsened,worsened,1,3,2,1
3,public_0006,browsing,improved,improved,6,1,2,3
3,public_0007,browsing,worsened,worsened,1,8,2,2
3,public_0008,buying,worsened,disappeared,1,,2,
3,public_0009,buying,worsened,worsened,1,2,2,1
3,public_0010,buying,improved,improved,5,4,1,2
3,public_0011,browsing,worsened,disappeared,1,,3,
3,public_0012,browsing,worsened,disappeared,1,,3,
3,public_0013,intent_override,worsened,disappeared,1,,4,
3,public_0014,browsing,unchanged,unchanged,1,1,2,2
3,public_0015,browsing,worsened,disappeared,2,,2,
3,public_0016,browsing,worsened,disappeared,1,,3,
3,public_0017,buying,worsened,disappeared,10,,2,
3,public_0018,buying,improved,improved,3,1,1,3
3,public_0019,browsing,worsened,disappeared,1,,2,
3,public_0020,buying,unchanged,unchanged,,,,
3,public_0021,browsing,worsened,disappeared,1,,2,
3,public_0022,buying,worsened,disappeared,1,,2,
3,public_0023,intent_override,worsened,disappeared,1,,4,
3,public_0024,buying,improved,improved,8,1,1,3
3,public_0025,browsing,unchanged,unchanged,1,1,2,2
3,public_0026,buying,worsened,disappeared,3,,2,
3,public_0027,buying,worsened,worsened,1,5,2,2
3,public_0028,buying,worsened,disappeared,3,,3,
3,public_0029,buying,unchanged,unchanged,1,1,2,2
3,public_0030,buying,worsened,disappeared,1,,2,
3,public_0031,buying,worsened,worsened,2,4,2,2
3,public_0032,buying,worsened,disappeared,5,,2,
3,public_0033,browsing,improved,improved,7,2,2,3
3,public_0034,intent_override,worsened,disappeared,1,,4,
3,public_0035,boundary,worsened,disappeared,7,,3,
3,public_0036,browsing,improved,improved,5,1,2,3
3,public_0037,browsing,worsened,disappeared,7,,2,
3,public_0038,intent_override,worsened,disappeared,1,,4,
3,public_0039,browsing,worsened,disappeared,1,,2,
3,public_0040,browsing,worsened,disappeared,2,,3,
3,public_0041,boundary,unchanged,unchanged,1,1,3,3
3,public_0042,buying,unchanged,unchanged,1,1,2,2
3,public_0043,browsing,worsened,worsened,2,3,2,2
3,public_0044,buying,unchanged,unchanged,5,5,1,1
3,public_0045,buying,worsened,disappeared,1,,2,
3,public_0046,intent_override,worsened,disappeared,1,,4,
3,public_0047,browsing,worsened,disappeared,1,,2,
3,public_0048,browsing,improved,improved,4,1,2,3
3,public_0049,browsing,improved,improved,5,1,6,3
3,public_0050,boundary,improved,improved,6,1,3,4
3,public_0051,browsing,unchanged,unchanged,1,1,2,2
3,public_0052,intent_override,worsened,disappeared,7,,3,
3,public_0053,buying,improved,improved,9,6,1,1
3,public_0054,buying,worsened,disappeared,4,,1,
3,public_0055,browsing,worsened,worsened,1,2,2,2
3,public_0056,browsing,unchanged,unchanged,1,1,2,2
3,public_0057,browsing,worsened,worsened,8,9,2,1
3,public_0058,buying,worsened,disappeared,9,,2,
3,public_0059,browsing,worsened,worsened,1,3,2,1
3,public_0060,browsing,worsened,disappeared,1,,2,
3,public_0061,buying,worsened,unchanged,1,1,1,2
3,public_0062,browsing,worsened,unchanged,2,2,2,3
3,public_0063,browsing,unchanged,unchanged,1,1,2,2
3,public_0064,intent_override,worsened,disappeared,1,,4,
3,public_0065,buying,worsened,disappeared,1,,3,
3,public_0066,buying,worsened,disappeared,1,,2,
3,public_0067,buying,unchanged,unchanged,10,10,1,1
3,public_0068,intent_override,worsened,disappeared,1,,4,
3,public_0069,browsing,unchanged,unchanged,1,1,2,2
3,public_0070,browsing,unchanged,unchanged,1,1,2,2
3,public_0071,intent_override,worsened,disappeared,1,,4,
3,public_0072,intent_override,worsened,disappeared,1,,3,
3,public_0073,browsing,worsened,worsened,1,4,2,2
3,public_0074,browsing,worsened,disappeared,1,,3,
3,public_0075,browsing,unchanged,unchanged,1,1,3,3
3,public_0076,browsing,worsened,disappeared,1,,3,
3,public_0077,browsing,improved,improved,3,2,1,2
3,public_0078,intent_override,worsened,disappeared,1,,3,
3,public_0079,browsing,improved,improved,2,1,2,3
3,public_0080,intent_override,worsened,disappeared,1,,4,
3,public_0081,browsing,worsened,worsened,5,8,1,1
3,public_0082,buying,unchanged,unchanged,1,1,1,1
3,public_0083,buying,worsened,disappeared,6,,4,
3,public_0084,intent_override,worsened,disappeared,1,,4,
3,public_0085,browsing,worsened,worsened,1,4,2,2
3,public_0086,browsing,unchanged,unchanged,1,1,2,2
3,public_0087,browsing,worsened,disappeared,6,,4,
3,public_0088,buying,worsened,worsened,1,10,2,1
3,public_0089,intent_override,worsened,disappeared,1,,3,
3,public_0090,buying,unchanged,unchanged,1,1,1,1
3,public_0091,browsing,unchanged,unchanged,1,1,2,2
3,public_0092,browsing,worsened,disappeared,10,,2,
3,public_0093,buying,worsened,worsened,1,3,2,2
3,public_0094,buying,improved,improved,10,1,2,3
3,public_0095,buying,worsened,disappeared,1,,2,
3,public_0096,intent_override,worsened,disappeared,3,,3,
3,public_0097,buying,worsened,disappeared,2,,2,
3,public_0098,browsing,worsened,disappeared,1,,2,
3,public_0099,browsing,worsened,disappeared,2,,2,
3,public_0100,browsing,worsened,disappeared,4,,2,
3,public_0101,buying,worsened,disappeared,1,,2,
3,public_0102,browsing,unchanged,unchanged,1,1,2,2
3,public_0103,intent_override,worsened,disappeared,7,,4,
3,public_0104,boundary,improved,improved,9,1,2,4
3,public_0105,browsing,improved,improved,2,1,2,3
3,public_0106,buying,worsened,worsened,3,6,2,1
3,public_0107,buying,worsened,disappeared,7,,1,
3,public_0108,buying,improved,improved,4,1,1,2
3,public_0109,buying,worsened,disappeared,1,,2,
3,public_0110,browsing,unchanged,unchanged,1,1,2,2
3,public_0111,buying,worsened,disappeared,1,,2,
3,public_0112,boundary,unchanged,unchanged,1,1,4,4
3,public_0113,browsing,worsened,worsened,1,8,2,2
3,public_0114,buying,unchanged,unchanged,1,1,2,2
3,public_0115,browsing,improved,improved,8,6,2,1
3,public_0116,buying,improved,improved,7,3,1,2
3,public_0117,buying,worsened,worsened,5,7,1,1
3,public_0118,buying,worsened,disappeared,1,,2,
3,public_0119,buying,unchanged,unchanged,1,1,1,1
3,public_0120,browsing,worsened,disappeared,2,,3,
3,public_0121,browsing,worsened,unchanged,1,1,2,3
3,public_0122,browsing,worsened,worsened,1,8,2,2
3,public_0123,intent_override,worsened,disappeared,1,,3,
3,public_0124,buying,unchanged,unchanged,1,1,2,2
3,public_0125,intent_override,worsened,disappeared,1,,4,
3,public_0126,browsing,worsened,disappeared,1,,3,
3,public_0127,browsing,worsened,disappeared,3,,3,
3,public_0128,browsing,unchanged,unchanged,1,1,2,2
3,public_0129,buying,improved,improved,4,1,1,2
3,public_0130,intent_override,worsened,disappeared,4,,3,
3,public_0131,boundary,improved,improved,2,1,2,3
3,public_0132,buying,worsened,disappeared,1,,2,
3,public_0133,buying,worsened,worsened,1,4,2,2
3,public_0134,browsing,worsened,worsened,1,10,2,1
3,public_0135,buying,worsened,disappeared,7,,2,
3,public_0136,buying,worsened,worsened,2,9,2,1
3,public_0137,browsing,worsened,disappeared,7,,2,
3,public_0138,browsing,unchanged,unchanged,9,9,2,2
3,public_0139,browsing,worsened,worsened,1,3,2,2
3,public_0140,browsing,worsened,worsened,3,8,2,3
3,public_0141,browsing,unchanged,unchanged,1,1,2,2
3,public_0142,intent_override,worsened,disappeared,1,,4,
3,public_0143,buying,improved,improved,7,2,1,2
3,public_0144,intent_override,worsened,disappeared,8,,6,
3,public_0145,buying,worsened,disappeared,9,,5,
3,public_0146,buying,unchanged,unchanged,1,1,2,2
3,public_0147,browsing,unchanged,unchanged,1,1,2,2
3,public_0148,buying,worsened,disappeared,1,,2,
3,public_0149,buying,worsened,disappeared,4,,2,
3,public_0150,browsing,worsened,disappeared,1,,2,
3,public_0151,browsing,worsened,disappeared,1,,3,
3,public_0152,buying,unchanged,unchanged,1,1,2,2
3,public_0153,browsing,worsened,disappeared,1,,2,
3,public_0154,buying,improved,improved,3,1,2,3
3,public_0155,buying,worsened,disappeared,7,,1,
3,public_0156,buying,unchanged,unchanged,1,1,1,1
3,public_0157,buying,improved,improved,4,1,1,3
3,public_0158,browsing,unchanged,unchanged,1,1,2,2
3,public_0159,buying,worsened,disappeared,3,,2,
3,public_0160,buying,improved,improved,3,1,1,2
3,public_0161,buying,worsened,disappeared,3,,2,
3,public_0162,browsing,worsened,disappeared,1,,2,
3,public_0163,buying,worsened,worsened,1,2,2,2
3,public_0164,browsing,improved,improved,7,1,2,1
3,public_0165,buying,unchanged,unchanged,1,1,2,2
3,public_0166,intent_override,worsened,disappeared,1,,4,
3,public_0167,browsing,worsened,unchanged,2,2,2,3
3,public_0168,buying,unchanged,unchanged,1,1,1,1
3,public_0169,boundary,unchanged,unchanged,1,1,3,3
3,public_0170,browsing,worsened,disappeared,1,,3,
3,public_0171,buying,worsened,disappeared,1,,2,
3,public_0172,browsing,worsened,disappeared,5,,2,
3,public_0173,browsing,unchanged,unchanged,1,1,3,3
3,public_0174,buying,improved,unchanged,4,4,3,1
3,public_0175,browsing,worsened,disappeared,3,,3,
3,public_0176,browsing,improved,improved,9,3,1,2
3,public_0177,intent_override,worsened,disappeared,1,,4,
3,public_0178,buying,worsened,disappeared,6,,4,
3,public_0179,buying,worsened,disappeared,1,,2,
3,public_0180,boundary,improved,improved,3,2,3,4
3,public_0181,browsing,worsened,unchanged,1,1,2,3
3,public_0182,browsing,unchanged,unchanged,1,1,2,2
3,public_0183,intent_override,worsened,disappeared,2,,4,
3,public_0184,browsing,worsened,worsened,3,7,2,3
3,public_0185,buying,improved,improved,7,5,1,1
3,public_0186,intent_override,worsened,disappeared,1,,4,
3,public_0187,boundary,unchanged,unchanged,1,1,4,4
3,public_0188,buying,worsened,worsened,1,3,2,2
3,public_0189,buying,worsened,disappeared,2,,2,
3,public_0190,buying,worsened,disappeared,1,,2,
3,public_0191,browsing,worsened,unchanged,1,1,2,3
3,public_0192,boundary,unchanged,unchanged,1,1,3,3
3,public_0193,buying,worsened,disappeared,1,,1,
3,public_0194,buying,worsened,disappeared,5,,2,
3,public_0195,browsing,worsened,disappeared,2,,2,
3,public_0196,browsing,worsened,worsened,1,10,2,2
3,public_0197,intent_override,worsened,disappeared,1,,4,
3,public_0198,intent_override,worsened,disappeared,2,,4,
3,public_0199,buying,improved,unchanged,1,1,3,1
3,public_0200,buying,unchanged,unchanged,1,1,2,2
4,public_0001,buying,improved,improved,3,1,1,2
4,public_0002,intent_override,worsened,disappeared,1,,6,
4,public_0003,intent_override,worsened,unchanged,1,1,3,4
4,public_0004,intent_override,worsened,disappeared,1,,3,
4,public_0005,buying,worsened,worsened,1,4,2,1
4,public_0006,browsing,improved,improved,6,1,2,3
4,public_0007,browsing,worsened,worsened,1,10,2,1
4,public_0008,buying,worsened,disappeared,1,,2,
4,public_0009,buying,unchanged,unchanged,1,1,2,2
4,public_0010,buying,worsened,disappeared,5,,1,
4,public_0011,browsing,worsened,disappeared,1,,3,
4,public_0012,browsing,worsened,disappeared,1,,3,
4,public_0013,intent_override,worsened,disappeared,1,,4,
4,public_0014,browsing,unchanged,unchanged,1,1,2,2
4,public_0015,browsing,worsened,disappeared,2,,2,
4,public_0016,browsing,worsened,disappeared,1,,3,
4,public_0017,buying,worsened,disappeared,10,,2,
4,public_0018,buying,improved,improved,3,1,1,3
4,public_0019,browsing,worsened,disappeared,1,,2,
4,public_0020,buying,unchanged,unchanged,,,,
4,public_0021,browsing,worsened,disappeared,1,,2,
4,public_0022,buying,worsened,disappeared,1,,2,
4,public_0023,intent_override,worsened,disappeared,1,,4,
4,public_0024,buying,improved,improved,8,1,1,3
4,public_0025,browsing,unchanged,unchanged,1,1,2,2
4,public_0026,buying,worsened,disappeared,3,,2,
4,public_0027,buying,worsened,disappeared,1,,2,
4,public_0028,buying,worsened,disappeared,3,,3,
4,public_0029,buying,unchanged,unchanged,1,1,2,2
4,public_0030,buying,worsened,disappeared,1,,2,
4,public_0031,buying,worsened,disappeared,2,,2,
4,public_0032,buying,worsened,disappeared,5,,2,
4,public_0033,browsing,improved,improved,7,3,2,3
4,public_0034,intent_override,worsened,disappeared,1,,4,
4,public_0035,boundary,worsened,disappeared,7,,3,
4,public_0036,browsing,improved,improved,5,1,2,3
4,public_0037,browsing,worsened,disappeared,7,,2,
4,public_0038,intent_override,worsened,disappeared,1,,4,
4,public_0039,browsing,worsened,disappeared,1,,2,
4,public_0040,browsing,worsened,disappeared,2,,3,
4,public_0041,boundary,unchanged,unchanged,1,1,3,3
4,public_0042,buying,unchanged,unchanged,1,1,2,2
4,public_0043,browsing,worsened,disappeared,2,,2,
4,public_0044,buying,unchanged,unchanged,5,5,1,1
4,public_0045,buying,worsened,disappeared,1,,2,
4,public_0046,intent_override,worsened,disappeared,1,,4,
4,public_0047,browsing,worsened,disappeared,1,,2,
4,public_0048,browsing,improved,improved,4,1,2,3
4,public_0049,browsing,improved,improved,5,1,6,3
4,public_0050,boundary,improved,improved,6,4,3,4
4,public_0051,browsing,unchanged,unchanged,1,1,2,2
4,public_0052,intent_override,worsened,disappeared,7,,3,
4,public_0053,buying,worsened,disappeared,9,,1,
4,public_0054,buying,worsened,disappeared,4,,1,
4,public_0055,browsing,worsened,worsened,1,3,2,2
4,public_0056,browsing,worsened,worsened,1,3,2,2
4,public_0057,browsing,worsened,worsened,8,9,2,1
4,public_0058,buying,worsened,disappeared,9,,2,
4,public_0059,browsing,worsened,disappeared,1,,2,
4,public_0060,browsing,worsened,disappeared,1,,2,
4,public_0061,buying,worsened,unchanged,1,1,1,2
4,public_0062,browsing,worsened,disappeared,2,,2,
4,public_0063,browsing,worsened,worsened,1,3,2,2
4,public_0064,intent_override,worsened,disappeared,1,,4,
4,public_0065,buying,worsened,worsened,1,5,3,1
4,public_0066,buying,worsened,disappeared,1,,2,
4,public_0067,buying,unchanged,unchanged,10,10,1,1
4,public_0068,intent_override,worsened,disappeared,1,,4,
4,public_0069,browsing,unchanged,unchanged,1,1,2,2
4,public_0070,browsing,unchanged,unchanged,1,1,2,2
4,public_0071,intent_override,worsened,disappeared,1,,4,
4,public_0072,intent_override,worsened,disappeared,1,,3,
4,public_0073,browsing,worsened,worsened,1,4,2,2
4,public_0074,browsing,worsened,disappeared,1,,3,
4,public_0075,browsing,unchanged,unchanged,1,1,3,3
4,public_0076,browsing,worsened,disappeared,1,,3,
4,public_0077,browsing,worsened,disappeared,3,,1,
4,public_0078,intent_override,worsened,disappeared,1,,3,
4,public_0079,browsing,improved,improved,2,1,2,3
4,public_0080,intent_override,worsened,disappeared,1,,4,
4,public_0081,browsing,worsened,worsened,5,8,1,1
4,public_0082,buying,unchanged,unchanged,1,1,1,1
4,public_0083,buying,improved,improved,6,4,4,1
4,public_0084,intent_override,worsened,disappeared,1,,4,
4,public_0085,browsing,worsened,unchanged,1,1,2,3
4,public_0086,browsing,unchanged,unchanged,1,1,2,2
4,public_0087,browsing,worsened,disappeared,6,,4,
4,public_0088,buying,worsened,disappeared,1,,2,
4,public_0089,intent_override,worsened,disappeared,1,,3,
4,public_0090,buying,unchanged,unchanged,1,1,1,1
4,public_0091,browsing,unchanged,unchanged,1,1,2,2
4,public_0092,browsing,worsened,disappeared,10,,2,
4,public_0093,buying,worsened,disappeared,1,,2,
4,public_0094,buying,improved,improved,10,1,2,3
4,public_0095,buying,worsened,disappeared,1,,2,
4,public_0096,intent_override,worsened,disappeared,3,,3,
4,public_0097,buying,worsened,disappeared,2,,2,
4,public_0098,browsing,worsened,disappeared,1,,2,
4,public_0099,browsing,worsened,disappeared,2,,2,
4,public_0100,browsing,worsened,disappeared,4,,2,
4,public_0101,buying,improved,unchanged,1,1,2,1
4,public_0102,browsing,unchanged,unchanged,1,1,2,2
4,public_0103,intent_override,worsened,disappeared,7,,4,
4,public_0104,boundary,improved,improved,9,1,2,4
4,public_0105,browsing,improved,improved,2,1,2,3
4,public_0106,buying,improved,improved,3,1,2,3
4,public_0107,buying,worsened,worsened,7,10,1,1
4,public_0108,buying,worsened,disappeared,4,,1,
4,public_0109,buying,worsened,disappeared,1,,2,
4,public_0110,browsing,worsened,worsened,1,3,2,2
4,public_0111,buying,worsened,disappeared,1,,2,
4,public_0112,boundary,unchanged,unchanged,1,1,4,4
4,public_0113,browsing,worsened,unchanged,1,1,2,3
4,public_0114,buying,unchanged,unchanged,1,1,2,2
4,public_0115,browsing,worsened,disappeared,8,,2,
4,public_0116,buying,worsened,worsened,7,8,1,2
4,public_0117,buying,improved,improved,5,1,1,2
4,public_0118,buying,worsened,disappeared,1,,2,
4,public_0119,buying,unchanged,unchanged,1,1,1,1
4,public_0120,browsing,worsened,worsened,2,9,3,3
4,public_0121,browsing,worsened,unchanged,1,1,2,3
4,public_0122,browsing,worsened,disappeared,1,,2,
4,public_0123,intent_override,worsened,disappeared,1,,3,
4,public_0124,buying,unchanged,unchanged,1,1,2,2
4,public_0125,intent_override,worsened,disappeared,1,,4,
4,public_0126,browsing,worsened,disappeared,1,,3,
4,public_0127,browsing,worsened,disappeared,3,,3,
4,public_0128,browsing,unchanged,unchanged,1,1,2,2
4,public_0129,buying,improved,improved,4,1,1,2
4,public_0130,intent_override,worsened,disappeared,4,,3,
4,public_0131,boundary,improved,improved,2,1,2,3
4,public_0132,buying,worsened,disappeared,1,,2,
4,public_0133,buying,worsened,worsened,1,5,2,3
4,public_0134,browsing,worsened,worsened,1,2,2,2
4,public_0135,buying,worsened,disappeared,7,,2,
4,public_0136,buying,worsened,disappeared,2,,2,
4,public_0137,browsing,worsened,disappeared,7,,2,
4,public_0138,browsing,improved,improved,9,1,2,3
4,public_0139,browsing,worsened,worsened,1,10,2,2
4,public_0140,browsing,unchanged,unchanged,3,3,2,2
4,public_0141,browsing,unchanged,unchanged,1,1,2,2
4,public_0142,intent_override,worsened,disappeared,1,,4,
4,public_0143,buying,worsened,disappeared,7,,1,
4,public_0144,intent_override,worsened,disappeared,8,,6,
4,public_0145,buying,improved,improved,9,1,5,1
4,public_0146,buying,worsened,disappeared,1,,2,
4,public_0147,browsing,unchanged,unchanged,1,1,2,2
4,public_0148,buying,worsened,disappeared,1,,2,
4,public_0149,buying,worsened,disappeared,4,,2,
4,public_0150,browsing,worsened,disappeared,1,,2,
4,public_0151,browsing,worsened,disappeared,1,,3,
4,public_0152,buying,unchanged,unchanged,1,1,2,2
4,public_0153,browsing,worsened,disappeared,1,,2,
4,public_0154,buying,improved,improved,3,2,2,3
4,public_0155,buying,worsened,disappeared,7,,1,
4,public_0156,buying,unchanged,unchanged,1,1,1,1
4,public_0157,buying,improved,improved,4,1,1,3
4,public_0158,browsing,unchanged,unchanged,1,1,2,2
4,public_0159,buying,worsened,disappeared,3,,2,
4,public_0160,buying,improved,improved,3,1,1,2
4,public_0161,buying,worsened,disappeared,3,,2,
4,public_0162,browsing,worsened,disappeared,1,,2,
4,public_0163,buying,worsened,worsened,1,2,2,2
4,public_0164,browsing,improved,improved,7,1,2,3
4,public_0165,buying,unchanged,unchanged,1,1,2,2
4,public_0166,intent_override,worsened,disappeared,1,,4,
4,public_0167,browsing,worsened,worsened,2,6,2,3
4,public_0168,buying,unchanged,unchanged,1,1,1,1
4,public_0169,boundary,unchanged,unchanged,1,1,3,3
4,public_0170,browsing,worsened,disappeared,1,,3,
4,public_0171,buying,worsened,disappeared,1,,2,
4,public_0172,browsing,worsened,disappeared,5,,2,
4,public_0173,browsing,unchanged,unchanged,1,1,3,3
4,public_0174,buying,worsened,disappeared,4,,3,
4,public_0175,browsing,worsened,disappeared,3,,3,
4,public_0176,browsing,improved,improved,9,1,1,2
4,public_0177,intent_override,worsened,disappeared,1,,4,
4,public_0178,buying,worsened,disappeared,6,,4,
4,public_0179,buying,worsened,disappeared,1,,2,
4,public_0180,boundary,improved,improved,3,2,3,4
4,public_0181,browsing,worsened,unchanged,1,1,2,3
4,public_0182,browsing,unchanged,unchanged,1,1,2,2
4,public_0183,intent_override,worsened,disappeared,2,,4,
4,public_0184,browsing,worsened,disappeared,3,,2,
4,public_0185,buying,improved,improved,7,1,1,1
4,public_0186,intent_override,worsened,disappeared,1,,4,
4,public_0187,boundary,unchanged,unchanged,1,1,4,4
4,public_0188,buying,worsened,worsened,1,3,2,2
4,public_0189,buying,worsened,disappeared,2,,2,
4,public_0190,buying,worsened,worsened,1,10,2,1
4,public_0191,browsing,worsened,unchanged,1,1,2,3
4,public_0192,boundary,worsened,worsened,1,4,3,3
4,public_0193,buying,worsened,disappeared,1,,1,
4,public_0194,buying,worsened,disappeared,5,,2,
4,public_0195,browsing,worsened,disappeared,2,,2,
4,public_0196,browsing,worsened,unchanged,1,1,2,3
4,public_0197,intent_override,worsened,disappeared,1,,4,
4,public_0198,intent_override,worsened,disappeared,2,,4,
4,public_0199,buying,worsened,worsened,1,7,3,1
4,public_0200,buying,unchanged,unchanged,1,1,2,2
